Cast,Country,Date Added,Description,Director,Duration,Listed In,Rating,Release Year,Show Id,Title,Type
"Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee, Indraneil Sengupta, Nawazuddin Siddiqui, Darshan Jariwala, Masood Akhtar, Riddhi Sen",India,26-06-2019,"Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems.",Sujoy Ghosh,122 min,"International Movies, Music & Musicals, Thrillers",TV-14,2012,s3714,Kahaani,Movie
"Reza Rahadian, Bunga Citra Lestari, Tio Pakusadewo, Ratna Riantiarno, Mike Lucock, Vitta Mariana Barrazza, Christoffer Nelwan","Indonesia, Singapore",28-01-2019,"This companion to 2016's ""Rudy Habibie"" traces the relationship between Indonesiaâ€™s third president and his wife behind the scenes of their public lives.",Faozan Rizal,125 min,"Dramas, International Movies, Romantic Movies",TV-14,2012,s4158,Habibie & Ainun,Movie
"Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya",Indonesia,28-09-2018,"Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship.",Rizal Mantovani,126 min,"Dramas, International Movies",TV-14,2012,s6021,5CM,Movie
"Riteish Deshmukh, Genelia D'Souza, Tinnu Anand, Om Puri, Smita Jaykar, Chitrashi Rawat, Navin Prabhakar, Kartar Cheema",India,02-08-2018,"Mini isn't eager to wed the rich suitor who's been chosen for her, so she stages her own kidnapping and runs off with a man who works for her father.",Mandeep Kumar,127 min,"Comedies, International Movies, Romantic Movies",TV-14,2012,s4736,Tere Naal Love Ho Gaya,Movie
"Kunal Kapoor, Huma Qureshi, Rajesh Sharma, Vipin Sharma, Dolly Ahluwalia, Vinod Nagpal, Rahul Bagga, Rajendra Sethi, Munish Makhija, Herry Tangri",India,01-10-2018,"Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer.",Sameer Sharma,129 min,"Comedies, International Movies, Romantic Movies",TV-14,2012,s4583,Luv Shuv Tey Chicken Khurana,Movie
"Mithra Kurian, Anoop Menon, Mohanlal, Narein, Priyamani, Roma, Siddique, Jagathy Sreekumar",India,01-11-2018,"Anticipating the next move in a serial killer's grisly game, a police chief realizes that his daughter and estranged wife are the next likely victims.",B. Unnikrishnan,133 min,"International Movies, Thrillers",TV-14,2012,s4440,Grandmaster,Movie
"Akshay Kumar, Sonakshi Sinha, Nasser, Yashpal Sharma, Paresh Ganatra, Gurdip Kohli, Mushtaq Khan, Amit Kumar Tiwari",India,02-08-2018,"A con man uncovers a deadly secret and must save his lady love, the little girl who insists she's his daughter and the small-town locals from the mob.",Prabhu Deva,137 min,"Action & Adventure, Comedies, International Movies",TV-14,2012,s4734,Rowdy Rathore,Movie
"Aamir Khan, Rani Mukerji, Kareena Kapoor, Nawazuddin Siddiqui, Shernaz Patel, Sheeba Chaddha",India,15-12-2019,"Set in the jumbled landscape of Mumbai, this mystery drama centers on a police inspector who's trying to cope with the collapse of his marriage.",Reema Kagti,140 min,"Dramas, International Movies, Thrillers",TV-14,2012,s3148,Talaash,Movie
"Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla, Ashish Vidyarthi, Rupa Ganguly, Bholaraj Sapkota, Jishu Sengupta, Haradhan Bannerjee",India,01-11-2018,"Years after rejecting Barfii, a hearing and speech impaired young man, for a more ""appropriate"" suitor, Shruti finds herself falling for him.",Anurag Basu,144 min,"Comedies, Dramas, International Movies",TV-14,2012,s4427,Barfi!,Movie
"Jiiva, Pooja Hegde, Narain, Nasser, Girish Karnad, Anupama Kumar, Selvaah",India,01-10-2018,A martial arts specialist accidentally becomes a superhero when he steps in â€“ in costume â€“ to help the cops catch a criminal.,Mysskin,150 min,"Action & Adventure, International Movies",TV-14,2012,s4587,Mugamoodi,Movie
"Jayasurya, Indrajith, Asif Ali, Lal, Bhama, Ramya Nambeeshan, Rima Kallingal, Praveena",India,01-11-2018,"Three professional friends, all husbands living with domineering wives, take a well-deserved vacation in the resort city of Goa.",Saji Surendran,150 min,"Comedies, International Movies, Music & Musicals",TV-14,2012,s4444,Husbands in Goa,Movie
"Amruta Khanvilkar, Vidyadhar Joshi, Subodh Bhave",India,15-03-2018,"Friends in their last year of college contemplate the future of their band as they juggle questions of love, work, family and identity.",Aditya Sarpotdar,150 min,"Dramas, International Movies, Music & Musicals",TV-14,2012,s7944,Satrangi Re,Movie
"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Balal, Pakoda Pandi",India,05-07-2020,"An outspoken, imaginative girl from a conservative family pursues her dream man while fending off the prospect of an arranged marriage.",Sachin Kundalkar,151 min,"Comedies, International Movies, Music & Musicals",TV-14,2012,s2265,Aiyyaa,Movie
"Vimal, Anjali, Shiva, Oviya, Santhanam, John Vijay, M. Ilavarasu, Manobala",India,01-11-2018,"Cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop.",Sundar C.,154 min,"Comedies, International Movies, Music & Musicals",TV-14,2012,s4447,Kalakalappu,Movie
"Arya, Madhavan, Sameera Reddy, Amala Paul, Nasser, Ashutosh Rana, Sreejith Ravi, Muthukumar",India,01-10-2018,"This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother, Guru.",N. Linguswamy,156 min,"Action & Adventure, International Movies, Music & Musicals",TV-14,2012,s4612,Vettai,Movie
"Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson, Lakshmi Rai, Santhanam, Nasser, Saranya Ponvannan",India,01-10-2018,"In London, a mysterious blind man named Kenny appears to be an assassin who uses echolocation to kill, but there is more to Kenny than meets the eye.",Vijay,156 min,"Action & Adventure, International Movies, Music & Musicals",TV-14,2012,s4606,Thaandavam,Movie
"Vinod Khanna, Abhishek Bachchan, Bobby Deol, Sonam Kapoor, Bipasha Basu, Neil Nitin Mukesh, Sikander Kher, Omi Vaidya, Johny Lever, Shweta Bhardwaj",India,05-07-2020,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",162 min,"Action & Adventure, International Movies",TV-14,2012,s2286,Players,Movie
"Omotola Jalade-Ekeinde, Hakeem Kae-Kazim, Jim Iyke, Ali Nuhu, Jide Kosoko, Anthony Monjaro, Jennifer Oguzie, Uru Eke, Celine Loader","Nigeria, United Kingdom",16-06-2020,"When disaster strikes mid-flight, a commercial plane's frantic passengers confront their pasts and the possibility of death. Based on true events.",Obi Emelonye,76 min,"Dramas, International Movies",TV-14,2012,s2382,Last Flight to Abuja,Movie
Jim Gaffigan,United States,11-08-2016,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C.",Jay Karas,77 min,Stand-Up Comedy,TV-14,2012,s5818,Jim Gaffigan: Mr. Universe,Movie
William Hurt,India,13-05-2020,Dylan Mohan Gray examines Africa's AIDS crisis and activists' battle with pharmaceutical companies to make life-saving HIV drugs more affordable.,Dylan Mohan Gray,83 min,"Documentaries, International Movies",TV-14,2012,s2540,Fire in the Blood,Movie
Gene Simmons,United States,15-09-2016,"This doc traces the impact of the Incredible Bongo Band's ""Apache,"" which played a key role in the birth of hip-hop after Kool Herc began sampling it.",Dan Forrer,83 min,"Documentaries, Music & Musicals",TV-14,2012,s5797,Sample This,Movie
"Nils d'Aulaire, Jay Klaitz, Julie Ann Emery, April L. Hernandez, Onata Aprile, Dee Snider",United States,23-12-2020,An alien ordered to colonize Earth abandons his mission when he hears music for the first time and is determined to save his adopted planet.,"John Mitchell, Jeremy Kipp Walker",85 min,"Action & Adventure, Comedies, Independent Movies",TV-14,2012,s1499,The History of Future Folk,Movie
"Jane Turner, Gina Riley, Magda Szubanski, Glenn Robbins, Peter Rowsthorn, Rob Sitch, Richard E. Grant, Barry Humphries, Erin Mullally, Jessica De Gouw",Australia,28-07-2018,"Chipper baby boomer Kath, diva daughter Kim and hapless pal Sharon visit Papilloma, Italy, where a royal romance and knockoff fashions await.",Ted Emery,86 min,Comedies,TV-14,2012,s4747,Kath & Kimderella,Movie
"Eyad Nassar, Ahmed Bedir, Fathy Abdel Wahab, Sawsan Badr, Maged El Kedwany, Tarek Abdel Aziz, Karima Mokhtar, Yousra El Lozy, Somaya El Khashab, Mohamed Emam",Egypt,26-04-2019,"Based on the 2002 El Ayyat train accident, this drama begins 90 minutes before the explosion, following the lives of riders in the third-class cars.",Wael Ehsan,87 min,"Dramas, International Movies",TV-14,2012,s6156,An Hour and a Half,Movie
"Yasmin Abdulaziz, Hassan El Raddad, Ahmed Fouad Selim, Entessar, Hesham Ismail, Badria Tolba, Ghassan Mattar, Eman El-Sayed, Saad El Soghayar, Soleiman Eid, Youssef Eid, Hassan Abdulfattah, Mohamed Lotfy, Hala Fakher",Egypt,06-06-2019,A successful advertising agency executive falls asleep on an airplane and wakes up in an alternate universe as a stay-at-home mom with three kids.,Wael Ihsan,90 min,"Comedies, International Movies",TV-14,2012,s7523,Ms. Mammy,Movie
"Vincent Ebrahim, Riaad Moosa, Joey Rasdien, Denise Newman, Krijay Govender, Nik Rabinowitz, Zakeeya Patel, Carishma Basday, Royston Stoffels, Mel Miller",South Africa,01-05-2020,"A dutiful son must hide his pursuit of stand-up comedy from his staunch father, who expects him to inherit his store and uphold their Muslim beliefs.",Craig Freimond,94 min,"Comedies, Dramas, International Movies",TV-14,2012,s2585,Material,Movie
"Lehar Khan, Krishang Trivedi, Parvin Dabas, Suhasini Mulay, V.M. Badola, Tannishtha Chatterjee, Rahul Singh, Harsh Mayar",India,19-05-2018,"When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets.",Nila Madhab Panda,94 min,"Dramas, Independent Movies, International Movies",TV-14,2012,s7119,Jalpari: The Desert Mermaid,Movie
"Yousra, Mai Ezz El-Din, Ezzat Abou Aouf, Mohamed Nour",Egypt,19-05-2020,A woman ends up working at the same nightclub as her sonâ€™s girlfriend â€” who she doesnâ€™t like â€” and tries to break up their relationship.,Ahmed Al-Badry,96 min,"Comedies, International Movies, Romantic Movies",TV-14,2012,s2504,Game Over,Movie
"Franck Dubosc, Claude Rich, Marie Kremer, Mathis TourÃ©, Rufus, Olivier Claverie",France,01-07-2017,"When a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives.",Nicolas Brossette,97 min,"Comedies, Dramas, International Movies",TV-14,2012,s5388,10 jours en or,Movie
"Ranvir Shorey, Gul Panag, Purab Kohli, Neil Bhoopalam, Gunjan Bakshi, Saurabh Shukla, Atul Kumar, Brijendra Kala, Bharati Achrekar, Rahul Vohra",India,15-02-2019,"Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend.",Rajat Kapoor,97 min,"Comedies, Dramas, International Movies",TV-14,2012,s4104,Fatso,Movie
"Ata Demirer, Necati BilgiÃ§, TarÄ±k ÃœnlÃ¼oÄŸlu, Ã–zlem TÃ¼rkad, Nihal YalÃ§Ä±n, Cemil Ã–zbayer, Cengiz Bozkurt, Orhan GÃ¼ner, Mert Aran",Turkey,10-03-2017,"After a losing streak puts him in debt of 50,000 euros to his sponsors, an unlikely Turkish-German boxer in Berlin finds himself in need of a miracle.",Hakan AlgÃ¼l,99 min,"Comedies, International Movies, Sports Movies",TV-14,2012,s6286,Berlin Kaplani,Movie
"Demet AkbaÄŸ, Sermiyan Midyat, Mahir Ä°pek, GÃ¼lhan Tekin, Burcu GÃ¶nder, Mine Åženhuy Teber, Osman AlkaÅŸ, BÃ¼lent Ã‡olak, Olgun Toker, DoÄŸukan Polat",Turkey,10-03-2017,"In 1949, with freedoms threatened, housewife HÃ¼kÃ¼met is unaware of her future life in politics as she faces off with liar and mayoral hopeful Faruk.",Sermiyan Midyat,101 min,"Comedies, International Movies",TV-14,2013,s6906,HÃ¼kÃ¼met Kadin 2,Movie
"Vice Ganda, Maricel Soriano, Joey Marquez, Ruffa Gutierrez, Cristine Reyes, JC de Vera, Ejay Falcon, Angelu De Leon, Bobby Andrews",Philippines,27-02-2019,"Quadruplets separated as babies reunite in Manila when one needs a liver transplant, but long-held family resentments threaten to derail everything.",Wenn V. Deramas,103 min,"Comedies, International Movies",TV-14,2013,s6856,"Girl, Boy, Bakla, Tomboy",Movie
"Ai-Ai de las Alas, Marvin Agustin, Carlo Aquino, Heart Evangelista, Nikki Valdez, Shaina Magdayao, Serena Dalrymple, Jiro Manio",,04-03-2019,"After the untimely demise of her first three husbands, a stoic single mom is left to raise twelve children on her own and provide for her big family.",Wenn V. Deramas,104 min,"Comedies, Dramas, International Movies",TV-14,2013,s7544,My Only Mother,Movie
"Kathryn Bernardo, Daniel Padilla, Liza Soberano, John Estrada, John Lapus",Philippines,03-12-2020,"When a teenage girl develops romantic feelings for her childhood best friend, she finds herself changing her ways to win him over.",Dado C. Lumibao,106 min,"Comedies, Dramas, International Movies",TV-14,2013,s1603,Must Be... Love,Movie
"Daniel Padilla, Kathryn Bernardo, Shaina Magdayao, Paulo Avelino, Matet De Leon, Janus del Prado, Miles Ocampo, Clarence Delgado, CJ Navato, Michelle Vito",Philippines,29-10-2020,"After ignoring superstitions, a group of teenagers find themselves in a fight for their lives when they are haunted â€” and hunted â€” by an evil spirit.",Frasco Mortiz,106 min,"Horror Movies, International Movies",TV-14,2013,s1785,Pagpag: Nine Lives,Movie
"Govinda, Priyanka Chopra, Kader Khan, Prem Chopra, Shakti Kapoor, Sharat Saxena, Himani Shivpuri, Johnny Lever",India,01-07-2018,A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her.,K.C. Bokadia,107 min,"Comedies, Dramas, International Movies",TV-14,2013,s4794,Deewana Main Deewana,Movie
"Ahmed Mekky, Nicole Saba, Mohamed Lotfy, Hussien El Imam, Dina El-Sherbiny, Said Tarabeek, Alaa Morsy, Edward Fouad, Abdalah Mishrif, Youssef Eid",Egypt,06-06-2019,"Disliked for his stinginess, Samir finds his life turned upside down when he receives a windfall and launches a television channel.",Amr Arafa,107 min,"Comedies, International Movies",TV-14,2013,s7928,Sameer Abu Alneel,Movie
"Yaroslav Zhalnin, Mikhail Filippov, Olga Ivanova, Vadim Michman, Vladimir Steklov, Viktor Proskurin, Nadezhda Markina, Daniil Vorobyov",Russia,15-09-2017,This biopic of Russian cosmonaut Yuri Gagarin follows his rise from childhood poverty to his selection and training for the 1961 Vostok mission.,Pavel Parkhomenko,108 min,"Dramas, International Movies",TV-14,2013,s6822,Gagarin: First in Space,Movie
"Sharman Joshi, Soha Ali Khan, Javed Jaffrey, Dalip Tahil, Mukul Dev, Sanjay Mishra, Vivek Rana, Manoj Pahwa",India,02-03-2019,"Set in an India-Pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner.",Faraz Haider,109 min,"Comedies, Dramas, International Movies",TV-14,2013,s8696,War Chhod Na Yaar,Movie
"Mohamed Ramadan, Hassan Hosny, Horeya Farghaly, Sayed Rajab, Aida Reyad, Omar Mustafa Metwally, Riham Ayman, Mohsen Mansour, Afaf Rashad, Maher Essam, Sabry Fawwaz, Hamdy Heykal, Sabry Abdel Moniem",Egypt,09-05-2019,"Kidnapped as a child and raised in the circus, a young lion tamerâ€™s tough side emerges when he gets entangled in an underworld murder mystery.",Karim El Sobky,111 min,"Action & Adventure, International Movies",TV-14,2013,s7310,Lion's Heart,Movie
"Bea Alonzo, Dingdong Dantes, Enrique Gil",Philippines,10-12-2020,"When his best friend gets stranded in the rain and becomes the subject of a romantic viral video, a morning show host must confront his true feelings.",Mae Czarina Cruz,111 min,"Dramas, International Movies, Romantic Movies",TV-14,2013,s1567,She's the One,Movie
"Mohamed Saad, Dolly Shahin, Marwa, Hayatem, Sayed Rajab, Omar Mustafa Metwally, Samy Maghawry, Nabil Issa, Ragaa Al-Geddawy, Samir Ghanem",Egypt,09-05-2019,A down-on-his-luck man must prove he's not as hapless as he seems when the woman he's on a date with is suddenly kidnapped.,Sameh Abdulaziz,112 min,"Comedies, International Movies",TV-14,2013,s8154,Tattah,Movie
"Shivam Patil, Poonam Pandey, Sheetal Singh, Vishal Bhosle, Rohan Khurana, Ranbir Chakma, Raj Kesaria, Chirag Lobo",India,01-10-2018,"A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out.",Amit Saxena,115 min,"Dramas, International Movies, Romantic Movies",TV-14,2013,s4594,Nasha,Movie
